0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,32,66,87,82,52,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,46,127,194,223,220,178,99,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,22,111,213,265,281,277,252,187,86,14,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,44,160,254,297,309,302,278,227,136,37,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,64,193,285,322,329,320,298,256,174,66,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,78,218,305,333,336,327,308,274,207,100,16,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8,84,227,309,334,337,327,306,276,224,130,31,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,77,214,297,323,327,315,293,264,222,146,46,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,57,180,265,296,301,289,268,242,206,143,53,4,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,31,128,216,254,263,253,235,211,179,127,52,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11,73,158,201,218,211,197,174,148,106,47,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,35,102,153,171,173,159,142,118,87,41,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10,51,97,121,127,120,107,91,69,36,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,16,47,73,85,85,79,69,55,33,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,14,33,49,55,56,52,45,32,10,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,8,20,32,38,40,39,32,15,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,14,24,31,34,33,22,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,13,24,31,34,29,13,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,17,28,36,37,24,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,11,25,37,42,36,14,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,21,36,45,44,26,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4,18,34,46,49,36,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,14,31,45,52,44,19,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,11,29,45,54,51,29,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,44,55,58,43,12,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,43,57,63,56,27,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,43,57,66,67,47,13,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,45,59,68,75,67,32,4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,49,63,74,85,91,63,15,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,10,34,57,71,83,100,119,101,35,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,22,49,70,84,95,114,144,134,58,6,0,0,0,0
0,0,0,0,0,0,0,0,1,3,4,8,20,44,70,90,102,110,125,151,148,73,10,0,0,0,0
0,0,0,0,0,0,0,5,14,21,24,33,53,80,104,122,133,135,135,145,138,74,11,0,0,0,0
0,0,0,0,0,0,9,30,47,55,61,76,100,128,150,167,179,176,156,138,116,61,9,0,0,0,0
0,0,0,0,0,8,40,76,92,97,108,131,159,185,202,212,221,218,184,137,94,44,6,0,0,0,0
0,0,0,0,2,34,97,138,143,144,163,196,228,251,259,252,245,236,196,128,72,33,6,0,0,0,0
0,0,0,0,10,76,166,203,192,189,220,267,299,314,314,289,257,229,178,102,53,34,10,0,0,0,0
0,0,0,0,20,113,214,242,220,220,268,331,356,354,344,313,262,208,140,68,42,46,17,0,0,0,0
0,0,0,0,25,123,217,240,219,227,293,372,390,368,344,308,247,172,94,39,36,51,19,0,0,0,0
0,0,0,0,20,105,189,214,202,215,282,366,392,361,318,267,196,117,52,21,28,37,12,0,0,0,0
0,0,0,0,12,72,149,182,180,188,240,315,351,324,266,196,120,58,24,19,25,20,5,0,0,0,0
0,0,0,0,4,38,100,137,140,139,164,218,257,239,181,112,54,22,22,40,38,14,1,0,0,0,0
0,0,0,0,1,14,50,78,79,70,73,98,123,117,81,42,17,13,33,62,49,10,0,0,0,0,0
0,0,0,0,0,6,27,47,41,24,17,22,32,29,18,10,12,20,39,53,29,4,0,0,0,0,0
0,0,0,0,0,16,60,84,65,30,8,4,6,6,4,12,31,45,41,27,9,0,0,0,0,0,0
0,0,0,0,2,46,153,199,152,81,30,7,7,11,12,26,59,80,54,15,1,0,0,0,0,0,0
0,0,0,0,4,72,243,309,240,147,73,22,19,37,45,47,69,80,41,6,0,0,0,0,0,0,0
0,0,0,0,2,62,232,317,265,188,110,42,43,89,107,78,51,38,14,1,0,0,0,0,0,0,0
0,0,0,0,0,30,147,250,247,196,116,43,53,122,145,87,27,7,1,0,0,0,0,0,0,0,0
0,0,0,0,0,8,61,150,189,157,82,24,30,75,85,42,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,14,55,91,79,34,7,6,16,18,7,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,10,25,23,8,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
